"","Plot","Block","Treatment","Quad","total","CoverID","Hits","PctCover","FG","FG2"
"65","B","1","C","2",172,"KRLA",0,0,"Shrub","Plant"
"66","B","1","C","2",172,"LEMO",1,0.581395348837209,"Annual_Forb","Plant"
"67","B","1","C","2",172,"LEOC",0,0,"Annual_Forb","Plant"
"68","B","1","C","2",172,"LYGR",0,0,"Annual_Forb","Plant"
"69","B","1","C","2",172,"Lichen",2,1.16279069767442,"Lichen","Biocrust"
"70","B","1","C","2",172,"Light",13,7.55813953488372,"LtCy","Biocrust"
"71","B","1","C","2",172,"Litter",50,29.0697674418605,"Litter","Abiotic_Cover"
"72","B","1","C","2",172,"MAAF",0,0,"Annual_Forb","Plant"
"73","B","1","C","2",172,"Moss",21,12.2093023255814,"Moss","Biocrust"
"74","B","1","C","2",172,"OECA",0,0,"Annual_Forb","Plant"
"75","B","1","C","2",172,"OPUNT",0,0,"Cactus","Plant"
"76","B","1","C","2",172,"PHCR",0,0,"Annual_Forb","Plant"
"77","B","1","C","2",172,"PLPA",0,0,"Annual_Forb","Plant"
"78","B","1","C","2",172,"SCWH",0,0,"Cactus","Plant"
"79","B","1","C","2",172,"SPORO",0,0,"Perennial_Grass","Plant"
"80","B","1","C","2",172,"TILA",0,0,"Annual_Forb","Plant"
"81","B","1","C","2",172,"UNK1",0,0,"Annual_Forb","Plant"
"82","B","1","C","2",172,"ATCO",3,1.74418604651163,"Shrub","Plant"
"83","B","1","C","2",172,"HIJA",2,1.16279069767442,"Perennial_Grass","Plant"
"84","B","1","C","2",172,"PlantBase",8,4.65116279069767,"Plant_Base","Plant"
"85","B","1","C","2",172,"ACHY",0,0,"Perennial_Grass","Plant"
"86","B","1","C","2",172,"Chamber",0,0,"Chamber","Abiotic_Cover"
"87","B","1","C","2",172,"Rock",0,0,"Rock","Abiotic_Cover"
"88","B","1","C","2",172,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"89","B","1","C","3",170,"ANBR",0,0,"Annual_Forb","Plant"
"90","B","1","C","3",170,"ASAM",0,0,"Annual_Forb","Plant"
"91","B","1","C","3",170,"Bromus",24,14.1176470588235,"Annual_Grass","Plant"
"92","B","1","C","3",170,"CHER",0,0,"Annual_Forb","Plant"
"93","B","1","C","3",170,"CRYPT",0,0,"Annual_Forb","Plant"
"94","B","1","C","3",170,"CYAC",3,1.76470588235294,"Annual_Forb","Plant"
"95","B","1","C","3",170,"DEAN",0,0,"Annual_Forb","Plant"
"96","B","1","C","3",170,"DEPI",0,0,"Annual_Forb","Plant"
"97","B","1","C","3",170,"Dark",10,5.88235294117647,"DkCy","Biocrust"
"98","B","1","C","3",170,"ENFR",0,0,"Annual_Forb","Plant"
"99","B","1","C","3",170,"EPHED",0,0,"Shrub","Plant"
"100","B","1","C","3",170,"EPTO",0,0,"Shrub","Plant"
"101","B","1","C","3",170,"EPVI",0,0,"Shrub","Plant"
"102","B","1","C","3",170,"ERIN",0,0,"Annual_Forb","Plant"
"103","B","1","C","3",170,"FEOC",0,0,"Annual_Grass","Plant"
"104","B","1","C","3",170,"GAPI",1,0.588235294117647,"Annual_Forb","Plant"
"105","B","1","C","3",170,"GIIN",1,0.588235294117647,"Annual_Forb","Plant"
"106","B","1","C","3",170,"GUSA",7,4.11764705882353,"Shrub","Plant"
"107","B","1","C","3",170,"HECO",0,0,"Perennial_Grass","Plant"
"108","B","1","C","3",170,"IPPO",0,0,"Annual_Forb","Plant"
"109","B","1","C","3",170,"KRLA",0,0,"Shrub","Plant"
"110","B","1","C","3",170,"LEMO",0,0,"Annual_Forb","Plant"
"111","B","1","C","3",170,"LEOC",0,0,"Annual_Forb","Plant"
"112","B","1","C","3",170,"LYGR",0,0,"Annual_Forb","Plant"
"113","B","1","C","3",170,"Lichen",9,5.29411764705882,"Lichen","Biocrust"
"114","B","1","C","3",170,"Light",33,19.4117647058824,"LtCy","Biocrust"
"115","B","1","C","3",170,"Litter",31,18.2352941176471,"Litter","Abiotic_Cover"
"116","B","1","C","3",170,"MAAF",0,0,"Annual_Forb","Plant"
"117","B","1","C","3",170,"Moss",15,8.82352941176471,"Moss","Biocrust"
"118","B","1","C","3",170,"OECA",0,0,"Annual_Forb","Plant"
"119","B","1","C","3",170,"OPUNT",0,0,"Cactus","Plant"
"120","B","1","C","3",170,"PHCR",0,0,"Annual_Forb","Plant"
"121","B","1","C","3",170,"PLPA",0,0,"Annual_Forb","Plant"
"122","B","1","C","3",170,"SCWH",0,0,"Cactus","Plant"
"123","B","1","C","3",170,"SPORO",0,0,"Perennial_Grass","Plant"
"124","B","1","C","3",170,"TILA",0,0,"Annual_Forb","Plant"
"125","B","1","C","3",170,"UNK1",0,0,"Annual_Forb","Plant"
"126","B","1","C","3",170,"ATCO",0,0,"Shrub","Plant"
"127","B","1","C","3",170,"HIJA",0,0,"Perennial_Grass","Plant"
"128","B","1","C","3",170,"PlantBase",6,3.52941176470588,"Plant_Base","Plant"
"129","B","1","C","3",170,"ACHY",18,10.5882352941176,"Perennial_Grass","Plant"
"130","B","1","C","3",170,"Chamber",12,7.05882352941176,"Chamber","Abiotic_Cover"
"131","B","1","C","3",170,"Rock",0,0,"Rock","Abiotic_Cover"
"132","B","1","C","3",170,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"133","B","1","C","4",195,"ANBR",0,0,"Annual_Forb","Plant"
"134","B","1","C","4",195,"ASAM",0,0,"Annual_Forb","Plant"
"135","B","1","C","4",195,"Bromus",42,21.5384615384615,"Annual_Grass","Plant"
"136","B","1","C","4",195,"CHER",3,1.53846153846154,"Annual_Forb","Plant"
"137","B","1","C","4",195,"CRYPT",0,0,"Annual_Forb","Plant"
"138","B","1","C","4",195,"CYAC",0,0,"Annual_Forb","Plant"
"139","B","1","C","4",195,"DEAN",0,0,"Annual_Forb","Plant"
"140","B","1","C","4",195,"DEPI",0,0,"Annual_Forb","Plant"
"141","B","1","C","4",195,"Dark",12,6.15384615384615,"DkCy","Biocrust"
"142","B","1","C","4",195,"ENFR",0,0,"Annual_Forb","Plant"
"143","B","1","C","4",195,"EPHED",0,0,"Shrub","Plant"
"144","B","1","C","4",195,"EPTO",0,0,"Shrub","Plant"
"145","B","1","C","4",195,"EPVI",0,0,"Shrub","Plant"
"146","B","1","C","4",195,"ERIN",0,0,"Annual_Forb","Plant"
"147","B","1","C","4",195,"FEOC",0,0,"Annual_Grass","Plant"
"148","B","1","C","4",195,"GAPI",0,0,"Annual_Forb","Plant"
"149","B","1","C","4",195,"GIIN",0,0,"Annual_Forb","Plant"
"150","B","1","C","4",195,"GUSA",2,1.02564102564103,"Shrub","Plant"
"151","B","1","C","4",195,"HECO",0,0,"Perennial_Grass","Plant"
"152","B","1","C","4",195,"IPPO",0,0,"Annual_Forb","Plant"
"153","B","1","C","4",195,"KRLA",0,0,"Shrub","Plant"
"154","B","1","C","4",195,"LEMO",0,0,"Annual_Forb","Plant"
"155","B","1","C","4",195,"LEOC",0,0,"Annual_Forb","Plant"
"156","B","1","C","4",195,"LYGR",0,0,"Annual_Forb","Plant"
"157","B","1","C","4",195,"Lichen",2,1.02564102564103,"Lichen","Biocrust"
"158","B","1","C","4",195,"Light",43,22.0512820512821,"LtCy","Biocrust"
"159","B","1","C","4",195,"Litter",32,16.4102564102564,"Litter","Abiotic_Cover"
"160","B","1","C","4",195,"MAAF",0,0,"Annual_Forb","Plant"
"161","B","1","C","4",195,"Moss",10,5.12820512820513,"Moss","Biocrust"
"162","B","1","C","4",195,"OECA",0,0,"Annual_Forb","Plant"
"163","B","1","C","4",195,"OPUNT",0,0,"Cactus","Plant"
"164","B","1","C","4",195,"PHCR",0,0,"Annual_Forb","Plant"
"165","B","1","C","4",195,"PLPA",0,0,"Annual_Forb","Plant"
"166","B","1","C","4",195,"SCWH",0,0,"Cactus","Plant"
"167","B","1","C","4",195,"SPORO",0,0,"Perennial_Grass","Plant"
"168","B","1","C","4",195,"TILA",0,0,"Annual_Forb","Plant"
"169","B","1","C","4",195,"UNK1",0,0,"Annual_Forb","Plant"
"170","B","1","C","4",195,"ATCO",0,0,"Shrub","Plant"
"171","B","1","C","4",195,"HIJA",6,3.07692307692308,"Perennial_Grass","Plant"
"172","B","1","C","4",195,"PlantBase",13,6.66666666666667,"Plant_Base","Plant"
"173","B","1","C","4",195,"ACHY",27,13.8461538461538,"Perennial_Grass","Plant"
"174","B","1","C","4",195,"Chamber",1,0.512820512820513,"Chamber","Abiotic_Cover"
"175","B","1","C","4",195,"Rock",2,1.02564102564103,"Rock","Abiotic_Cover"
"176","B","1","C","4",195,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"177","B","1","L","1",151,"ANBR",0,0,"Annual_Forb","Plant"
"178","B","1","L","1",151,"ASAM",0,0,"Annual_Forb","Plant"
"179","B","1","L","1",151,"Bromus",38,25.1655629139073,"Annual_Grass","Plant"
"180","B","1","L","1",151,"CHER",0,0,"Annual_Forb","Plant"
"181","B","1","L","1",151,"CRYPT",0,0,"Annual_Forb","Plant"
"182","B","1","L","1",151,"CYAC",0,0,"Annual_Forb","Plant"
"183","B","1","L","1",151,"DEAN",0,0,"Annual_Forb","Plant"
"184","B","1","L","1",151,"DEPI",2,1.32450331125828,"Annual_Forb","Plant"
"185","B","1","L","1",151,"Dark",4,2.64900662251656,"DkCy","Biocrust"
"186","B","1","L","1",151,"ENFR",0,0,"Annual_Forb","Plant"
"187","B","1","L","1",151,"EPHED",0,0,"Shrub","Plant"
"188","B","1","L","1",151,"EPTO",0,0,"Shrub","Plant"
"189","B","1","L","1",151,"EPVI",0,0,"Shrub","Plant"
"190","B","1","L","1",151,"ERIN",0,0,"Annual_Forb","Plant"
"191","B","1","L","1",151,"FEOC",1,0.662251655629139,"Annual_Grass","Plant"
"192","B","1","L","1",151,"GAPI",7,4.63576158940397,"Annual_Forb","Plant"
"193","B","1","L","1",151,"GIIN",0,0,"Annual_Forb","Plant"
"194","B","1","L","1",151,"GUSA",0,0,"Shrub","Plant"
"195","B","1","L","1",151,"HECO",0,0,"Perennial_Grass","Plant"
"196","B","1","L","1",151,"IPPO",0,0,"Annual_Forb","Plant"
"197","B","1","L","1",151,"KRLA",0,0,"Shrub","Plant"
"198","B","1","L","1",151,"LEMO",0,0,"Annual_Forb","Plant"
"199","B","1","L","1",151,"LEOC",0,0,"Annual_Forb","Plant"
"200","B","1","L","1",151,"LYGR",0,0,"Annual_Forb","Plant"
"201","B","1","L","1",151,"Lichen",1,0.662251655629139,"Lichen","Biocrust"
"202","B","1","L","1",151,"Light",56,37.0860927152318,"LtCy","Biocrust"
"203","B","1","L","1",151,"Litter",27,17.8807947019868,"Litter","Abiotic_Cover"
"204","B","1","L","1",151,"MAAF",0,0,"Annual_Forb","Plant"
"205","B","1","L","1",151,"Moss",9,5.96026490066225,"Moss","Biocrust"
"206","B","1","L","1",151,"OECA",1,0.662251655629139,"Annual_Forb","Plant"
"207","B","1","L","1",151,"OPUNT",0,0,"Cactus","Plant"
"208","B","1","L","1",151,"PHCR",0,0,"Annual_Forb","Plant"
"209","B","1","L","1",151,"PLPA",0,0,"Annual_Forb","Plant"
"210","B","1","L","1",151,"SCWH",0,0,"Cactus","Plant"
"211","B","1","L","1",151,"SPORO",0,0,"Perennial_Grass","Plant"
"212","B","1","L","1",151,"TILA",0,0,"Annual_Forb","Plant"
"213","B","1","L","1",151,"UNK1",0,0,"Annual_Forb","Plant"
"214","B","1","L","1",151,"ATCO",0,0,"Shrub","Plant"
"215","B","1","L","1",151,"HIJA",1,0.662251655629139,"Perennial_Grass","Plant"
"216","B","1","L","1",151,"PlantBase",3,1.98675496688742,"Plant_Base","Plant"
"217","B","1","L","1",151,"ACHY",0,0,"Perennial_Grass","Plant"
"218","B","1","L","1",151,"Chamber",0,0,"Chamber","Abiotic_Cover"
"219","B","1","L","1",151,"Rock",1,0.662251655629139,"Rock","Abiotic_Cover"
"220","B","1","L","1",151,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"221","B","1","L","2",148,"ANBR",0,0,"Annual_Forb","Plant"
"222","B","1","L","2",148,"ASAM",0,0,"Annual_Forb","Plant"
"223","B","1","L","2",148,"Bromus",38,25.6756756756757,"Annual_Grass","Plant"
"224","B","1","L","2",148,"CHER",0,0,"Annual_Forb","Plant"
"225","B","1","L","2",148,"CRYPT",0,0,"Annual_Forb","Plant"
"226","B","1","L","2",148,"CYAC",0,0,"Annual_Forb","Plant"
"227","B","1","L","2",148,"DEAN",0,0,"Annual_Forb","Plant"
"228","B","1","L","2",148,"DEPI",0,0,"Annual_Forb","Plant"
"229","B","1","L","2",148,"Dark",2,1.35135135135135,"DkCy","Biocrust"
"230","B","1","L","2",148,"ENFR",0,0,"Annual_Forb","Plant"
"231","B","1","L","2",148,"EPHED",0,0,"Shrub","Plant"
"232","B","1","L","2",148,"EPTO",0,0,"Shrub","Plant"
"233","B","1","L","2",148,"EPVI",0,0,"Shrub","Plant"
"234","B","1","L","2",148,"ERIN",0,0,"Annual_Forb","Plant"
"235","B","1","L","2",148,"FEOC",0,0,"Annual_Grass","Plant"
"236","B","1","L","2",148,"GAPI",2,1.35135135135135,"Annual_Forb","Plant"
"237","B","1","L","2",148,"GIIN",3,2.02702702702703,"Annual_Forb","Plant"
"238","B","1","L","2",148,"GUSA",1,0.675675675675676,"Shrub","Plant"
"239","B","1","L","2",148,"HECO",0,0,"Perennial_Grass","Plant"
"240","B","1","L","2",148,"IPPO",1,0.675675675675676,"Annual_Forb","Plant"
"241","B","1","L","2",148,"KRLA",0,0,"Shrub","Plant"
"242","B","1","L","2",148,"LEMO",2,1.35135135135135,"Annual_Forb","Plant"
"243","B","1","L","2",148,"LEOC",0,0,"Annual_Forb","Plant"
"244","B","1","L","2",148,"LYGR",0,0,"Annual_Forb","Plant"
"245","B","1","L","2",148,"Lichen",0,0,"Lichen","Biocrust"
"246","B","1","L","2",148,"Light",53,35.8108108108108,"LtCy","Biocrust"
"247","B","1","L","2",148,"Litter",24,16.2162162162162,"Litter","Abiotic_Cover"
"248","B","1","L","2",148,"MAAF",0,0,"Annual_Forb","Plant"
"249","B","1","L","2",148,"Moss",10,6.75675675675676,"Moss","Biocrust"
"250","B","1","L","2",148,"OECA",0,0,"Annual_Forb","Plant"
"251","B","1","L","2",148,"OPUNT",0,0,"Cactus","Plant"
"252","B","1","L","2",148,"PHCR",0,0,"Annual_Forb","Plant"
"253","B","1","L","2",148,"PLPA",0,0,"Annual_Forb","Plant"
"254","B","1","L","2",148,"SCWH",0,0,"Cactus","Plant"
"255","B","1","L","2",148,"SPORO",0,0,"Perennial_Grass","Plant"
"256","B","1","L","2",148,"TILA",0,0,"Annual_Forb","Plant"
"257","B","1","L","2",148,"UNK1",0,0,"Annual_Forb","Plant"
"258","B","1","L","2",148,"ATCO",0,0,"Shrub","Plant"
"259","B","1","L","2",148,"HIJA",1,0.675675675675676,"Perennial_Grass","Plant"
"260","B","1","L","2",148,"PlantBase",6,4.05405405405405,"Plant_Base","Plant"
"261","B","1","L","2",148,"ACHY",0,0,"Perennial_Grass","Plant"
"262","B","1","L","2",148,"Chamber",0,0,"Chamber","Abiotic_Cover"
"263","B","1","L","2",148,"Rock",5,3.37837837837838,"Rock","Abiotic_Cover"
"264","B","1","L","2",148,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"265","B","1","L","3",200,"ANBR",0,0,"Annual_Forb","Plant"
"266","B","1","L","3",200,"ASAM",0,0,"Annual_Forb","Plant"
"267","B","1","L","3",200,"Bromus",58,29,"Annual_Grass","Plant"
"268","B","1","L","3",200,"CHER",0,0,"Annual_Forb","Plant"
"269","B","1","L","3",200,"CRYPT",0,0,"Annual_Forb","Plant"
"270","B","1","L","3",200,"CYAC",0,0,"Annual_Forb","Plant"
"271","B","1","L","3",200,"DEAN",0,0,"Annual_Forb","Plant"
"272","B","1","L","3",200,"DEPI",0,0,"Annual_Forb","Plant"
"273","B","1","L","3",200,"Dark",4,2,"DkCy","Biocrust"
"274","B","1","L","3",200,"ENFR",0,0,"Annual_Forb","Plant"
"275","B","1","L","3",200,"EPHED",0,0,"Shrub","Plant"
"276","B","1","L","3",200,"EPTO",0,0,"Shrub","Plant"
"277","B","1","L","3",200,"EPVI",0,0,"Shrub","Plant"
"278","B","1","L","3",200,"ERIN",0,0,"Annual_Forb","Plant"
"279","B","1","L","3",200,"FEOC",0,0,"Annual_Grass","Plant"
"280","B","1","L","3",200,"GAPI",4,2,"Annual_Forb","Plant"
"281","B","1","L","3",200,"GIIN",1,0.5,"Annual_Forb","Plant"
"282","B","1","L","3",200,"GUSA",5,2.5,"Shrub","Plant"
"283","B","1","L","3",200,"HECO",0,0,"Perennial_Grass","Plant"
"284","B","1","L","3",200,"IPPO",1,0.5,"Annual_Forb","Plant"
"285","B","1","L","3",200,"KRLA",0,0,"Shrub","Plant"
"286","B","1","L","3",200,"LEMO",0,0,"Annual_Forb","Plant"
"287","B","1","L","3",200,"LEOC",0,0,"Annual_Forb","Plant"
"288","B","1","L","3",200,"LYGR",0,0,"Annual_Forb","Plant"
"289","B","1","L","3",200,"Lichen",2,1,"Lichen","Biocrust"
"290","B","1","L","3",200,"Light",46,23,"LtCy","Biocrust"
"291","B","1","L","3",200,"Litter",39,19.5,"Litter","Abiotic_Cover"
"292","B","1","L","3",200,"MAAF",0,0,"Annual_Forb","Plant"
"293","B","1","L","3",200,"Moss",10,5,"Moss","Biocrust"
"294","B","1","L","3",200,"OECA",0,0,"Annual_Forb","Plant"
"295","B","1","L","3",200,"OPUNT",0,0,"Cactus","Plant"
"296","B","1","L","3",200,"PHCR",0,0,"Annual_Forb","Plant"
"297","B","1","L","3",200,"PLPA",0,0,"Annual_Forb","Plant"
"298","B","1","L","3",200,"SCWH",0,0,"Cactus","Plant"
"299","B","1","L","3",200,"SPORO",0,0,"Perennial_Grass","Plant"
"300","B","1","L","3",200,"TILA",0,0,"Annual_Forb","Plant"
"301","B","1","L","3",200,"UNK1",0,0,"Annual_Forb","Plant"
"302","B","1","L","3",200,"ATCO",0,0,"Shrub","Plant"
"303","B","1","L","3",200,"HIJA",8,4,"Perennial_Grass","Plant"
"304","B","1","L","3",200,"PlantBase",6,3,"Plant_Base","Plant"
"305","B","1","L","3",200,"ACHY",5,2.5,"Perennial_Grass","Plant"
"306","B","1","L","3",200,"Chamber",10,5,"Chamber","Abiotic_Cover"
"307","B","1","L","3",200,"Rock",1,0.5,"Rock","Abiotic_Cover"
"308","B","1","L","3",200,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"309","B","1","L","4",168,"ANBR",0,0,"Annual_Forb","Plant"
"310","B","1","L","4",168,"ASAM",1,0.595238095238095,"Annual_Forb","Plant"
"311","B","1","L","4",168,"Bromus",31,18.452380952381,"Annual_Grass","Plant"
"312","B","1","L","4",168,"CHER",0,0,"Annual_Forb","Plant"
"313","B","1","L","4",168,"CRYPT",0,0,"Annual_Forb","Plant"
"314","B","1","L","4",168,"CYAC",0,0,"Annual_Forb","Plant"
"315","B","1","L","4",168,"DEAN",0,0,"Annual_Forb","Plant"
"316","B","1","L","4",168,"DEPI",0,0,"Annual_Forb","Plant"
"317","B","1","L","4",168,"Dark",0,0,"DkCy","Biocrust"
"318","B","1","L","4",168,"ENFR",0,0,"Annual_Forb","Plant"
"319","B","1","L","4",168,"EPHED",0,0,"Shrub","Plant"
"320","B","1","L","4",168,"EPTO",0,0,"Shrub","Plant"
"321","B","1","L","4",168,"EPVI",0,0,"Shrub","Plant"
"322","B","1","L","4",168,"ERIN",0,0,"Annual_Forb","Plant"
"323","B","1","L","4",168,"FEOC",0,0,"Annual_Grass","Plant"
"324","B","1","L","4",168,"GAPI",5,2.97619047619048,"Annual_Forb","Plant"
"325","B","1","L","4",168,"GIIN",0,0,"Annual_Forb","Plant"
"326","B","1","L","4",168,"GUSA",0,0,"Shrub","Plant"
"327","B","1","L","4",168,"HECO",0,0,"Perennial_Grass","Plant"
"328","B","1","L","4",168,"IPPO",0,0,"Annual_Forb","Plant"
"329","B","1","L","4",168,"KRLA",0,0,"Shrub","Plant"
"330","B","1","L","4",168,"LEMO",0,0,"Annual_Forb","Plant"
"331","B","1","L","4",168,"LEOC",0,0,"Annual_Forb","Plant"
"332","B","1","L","4",168,"LYGR",0,0,"Annual_Forb","Plant"
"333","B","1","L","4",168,"Lichen",1,0.595238095238095,"Lichen","Biocrust"
"334","B","1","L","4",168,"Light",58,34.5238095238095,"LtCy","Biocrust"
"335","B","1","L","4",168,"Litter",45,26.7857142857143,"Litter","Abiotic_Cover"
"336","B","1","L","4",168,"MAAF",0,0,"Annual_Forb","Plant"
"337","B","1","L","4",168,"Moss",1,0.595238095238095,"Moss","Biocrust"
"338","B","1","L","4",168,"OECA",0,0,"Annual_Forb","Plant"
"339","B","1","L","4",168,"OPUNT",0,0,"Cactus","Plant"
"340","B","1","L","4",168,"PHCR",0,0,"Annual_Forb","Plant"
"341","B","1","L","4",168,"PLPA",0,0,"Annual_Forb","Plant"
"342","B","1","L","4",168,"SCWH",0,0,"Cactus","Plant"
"343","B","1","L","4",168,"SPORO",0,0,"Perennial_Grass","Plant"
"344","B","1","L","4",168,"TILA",0,0,"Annual_Forb","Plant"
"345","B","1","L","4",168,"UNK1",0,0,"Annual_Forb","Plant"
"346","B","1","L","4",168,"ATCO",11,6.54761904761905,"Shrub","Plant"
"347","B","1","L","4",168,"HIJA",3,1.78571428571429,"Perennial_Grass","Plant"
"348","B","1","L","4",168,"PlantBase",2,1.19047619047619,"Plant_Base","Plant"
"349","B","1","L","4",168,"ACHY",0,0,"Perennial_Grass","Plant"
"350","B","1","L","4",168,"Chamber",0,0,"Chamber","Abiotic_Cover"
"351","B","1","L","4",168,"Rock",10,5.95238095238095,"Rock","Abiotic_Cover"
"352","B","1","L","4",168,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"353","B","1","LW","1",149,"ANBR",0,0,"Annual_Forb","Plant"
"354","B","1","LW","1",149,"ASAM",1,0.671140939597315,"Annual_Forb","Plant"
"355","B","1","LW","1",149,"Bromus",25,16.7785234899329,"Annual_Grass","Plant"
"356","B","1","LW","1",149,"CHER",0,0,"Annual_Forb","Plant"
"357","B","1","LW","1",149,"CRYPT",0,0,"Annual_Forb","Plant"
"358","B","1","LW","1",149,"CYAC",1,0.671140939597315,"Annual_Forb","Plant"
"359","B","1","LW","1",149,"DEAN",0,0,"Annual_Forb","Plant"
"360","B","1","LW","1",149,"DEPI",0,0,"Annual_Forb","Plant"
"361","B","1","LW","1",149,"Dark",5,3.35570469798658,"DkCy","Biocrust"
"362","B","1","LW","1",149,"ENFR",0,0,"Annual_Forb","Plant"
"363","B","1","LW","1",149,"EPHED",0,0,"Shrub","Plant"
"364","B","1","LW","1",149,"EPTO",0,0,"Shrub","Plant"
"365","B","1","LW","1",149,"EPVI",0,0,"Shrub","Plant"
"366","B","1","LW","1",149,"ERIN",0,0,"Annual_Forb","Plant"
