"timestamp","plot","treatment","location","quad","cover","direction","side","date","hour","temp","siemens","sm.corr"
2022-02-13 14:50:00,"b1","lw","interspace","3","lc","east","NA",2022-02-13,14,28.21,0,0
2022-02-14 10:00:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,10,7.146,0,0
2022-02-14 10:10:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,10,9.49,0,0
2022-02-14 10:20:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,10,11.73,0,0
2022-02-14 10:30:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,10,13.77,0,0
2022-02-14 10:40:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,10,15.53,0,0
2022-02-14 10:50:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,10,17.23,0,0
2022-02-14 11:00:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,11,19.02,0,0
2022-02-14 11:10:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,11,20.55,0,0
2022-02-14 11:20:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,11,21.81,0,0
2022-02-14 11:30:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,11,23.21,0,0
2022-02-14 11:40:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,11,24.12,0,0
2022-02-14 11:50:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,11,25.27,0,0
2022-02-14 12:00:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,12,26.23,0,0
2022-02-14 12:10:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,12,26.97,0,0
2022-02-14 12:20:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,12,27.8,0,0
2022-02-14 12:30:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,12,27.08,0,0
2022-02-14 12:40:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,12,27.84,0.062,0.00098828
2022-02-14 12:50:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,12,29.23,0.158,0.00251852
2022-02-14 13:00:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,13,29.93,0.171,0.00272574
2022-02-14 13:10:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,13,26.47,0.178,0.00283732
2022-02-14 13:20:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,13,20.83,0.126,0.00200844
2022-02-14 13:30:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,13,21.42,0.072,0.00114768
2022-02-14 13:40:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,13,25.95,0.072,0.00114768
2022-02-14 13:50:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,13,27.27,0.045,0.0007173
2022-02-14 14:00:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,14,27.25,0,0
2022-02-14 14:10:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,14,26.36,0,0
2022-02-14 14:20:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,14,26.33,0,0
2022-02-14 14:30:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,14,25.55,0,0
2022-02-14 14:40:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,14,24.92,0,0
2022-02-14 14:50:00,"b1","lw","interspace","3","lc","east","NA",2022-02-14,14,25.66,0,0
2022-02-13 10:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,10,-2.453,0,0
2022-02-13 10:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,10,-0.668,0,0
2022-02-13 10:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,10,1.054,0,0
2022-02-13 10:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,10,2.504,0,0
2022-02-13 10:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,10,3.586,0,0
2022-02-13 10:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,10,4.471,0,0
2022-02-13 11:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,11,5.031,0,0
2022-02-13 11:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,11,5.274,0,0
2022-02-13 11:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,11,5.563,0,0
2022-02-13 11:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,11,5.517,0,0
2022-02-13 11:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,11,5.71,0,0
2022-02-13 11:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,11,6.321,0,0
2022-02-13 12:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,12,6.404,0,0
2022-02-13 12:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,12,6.724,0,0
2022-02-13 12:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,12,6.997,0,0
2022-02-13 12:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,12,7.585,0,0
2022-02-13 12:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,12,7.314,0,0
2022-02-13 12:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,12,7.879,0,0
2022-02-13 13:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,13,9.28,0.129,0.00205626
2022-02-13 13:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,13,10.13,0.176,0.00280544
2022-02-13 13:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,13,10.46,0.162,0.00258228
2022-02-13 13:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,13,10.96,0.112,0.00178528
2022-02-13 13:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,13,11.43,0.058,0.00092452
2022-02-13 13:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,13,11.85,0.058,0.00092452
2022-02-13 14:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,14,11.87,0.058,0.00092452
2022-02-13 14:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,14,12.27,0.031,0.00049414
2022-02-13 14:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,14,12.65,0,0
2022-02-13 14:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,14,12.59,0,0
2022-02-13 14:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,14,12.93,0,0
2022-02-13 14:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-13,14,13.47,0,0
2022-02-14 10:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,10,-2.01,0,0
2022-02-14 10:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,10,-0.267,0,0
2022-02-14 10:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,10,1.413,0,0
2022-02-14 10:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,10,2.855,0,0
2022-02-14 10:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,10,4.08,0,0
2022-02-14 10:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,10,5.038,0,0
2022-02-14 11:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,11,5.549,0,0
2022-02-14 11:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,11,5.981,0,0
2022-02-14 11:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,11,6.363,0,0
2022-02-14 11:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,11,6.534,0,0
2022-02-14 11:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,11,6.972,0,0
2022-02-14 11:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,11,7.511,0,0
2022-02-14 12:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,12,7.338,0,0
2022-02-14 12:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,12,7.537,0,0
2022-02-14 12:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,12,7.754,0,0
2022-02-14 12:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,12,8.4,0,0
2022-02-14 12:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,12,8.37,0.062,0.00098828
2022-02-14 12:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,12,9.17,0.158,0.00251852
2022-02-14 13:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,13,10.67,0.184,0.00293296
2022-02-14 13:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,13,11.51,0.178,0.00283732
2022-02-14 13:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,13,11.93,0.126,0.00200844
2022-02-14 13:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,13,12.22,0.086,0.00137084
2022-02-14 13:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,13,12.8,0.058,0.00092452
2022-02-14 13:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,13,13.41,0.045,0.0007173
2022-02-14 14:00:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,14,14.2,0.004,6.376e-05
2022-02-14 14:10:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,14,14.25,0,0
2022-02-14 14:20:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,14,14.41,0,0
2022-02-14 14:30:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,14,14.64,0,0
2022-02-14 14:40:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,14,14.99,0,0
2022-02-14 14:50:00,"b1","w","interspace","3","dc","east","NA",2022-02-14,14,15.56,0,0
2022-02-13 10:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,10,-2.324,0,0
2022-02-13 10:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,10,-0.184,0,0
2022-02-13 10:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,10,1.764,0,0
2022-02-13 10:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,10,3.75,0,0
2022-02-13 10:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,10,5.687,0,0
2022-02-13 10:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,10,7.234,0,0
2022-02-13 11:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,11,8.79,0,0
2022-02-13 11:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,11,10.25,0,0
2022-02-13 11:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,11,11.44,0,0
2022-02-13 11:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,11,12.52,0,0
2022-02-13 11:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,11,13.56,0,0
2022-02-13 11:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,11,14.37,0,0
2022-02-13 12:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,12,14.91,0,0
2022-02-13 12:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,12,13.86,0,0
2022-02-13 12:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,12,15.33,0,0
2022-02-13 12:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,12,16.42,0,0
2022-02-13 12:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,12,17.18,0,0
2022-02-13 12:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,12,17.44,0,0
2022-02-13 13:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,13,17.66,0.129,0.00205626
2022-02-13 13:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,13,17.54,0.176,0.00280544
2022-02-13 13:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,13,17.27,0.135,0.0021519
2022-02-13 13:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,13,17.95,0.166,0.00264604
2022-02-13 13:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,13,17.56,0.058,0.00092452
2022-02-13 13:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,13,17.09,0.058,0.00092452
2022-02-13 14:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,14,17.16,0.058,0.00092452
2022-02-13 14:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,14,17.64,0.045,0.0007173
2022-02-13 14:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,14,17.64,0,0
2022-02-13 14:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,14,17.79,0,0
2022-02-13 14:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,14,18.11,0,0
2022-02-13 14:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-13,14,18.44,0,0
2022-02-14 10:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,10,-1.955,0,0
2022-02-14 10:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,10,0.312,0,0
2022-02-14 10:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,10,2.336,0,0
2022-02-14 10:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,10,4.228,0,0
2022-02-14 10:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,10,6.095,0,0
2022-02-14 10:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,10,7.79,0,0
2022-02-14 11:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,11,9.42,0,0
2022-02-14 11:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,11,10.7,0,0
2022-02-14 11:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,11,11.84,0,0
2022-02-14 11:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,11,12.98,0,0
2022-02-14 11:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,11,14.09,0,0
2022-02-14 11:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,11,14.85,0,0
2022-02-14 12:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,12,15.71,0,0
2022-02-14 12:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,12,14.88,0,0
2022-02-14 12:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,12,16.62,0,0
2022-02-14 12:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,12,17.73,0,0
2022-02-14 12:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,12,18.52,0.062,0.00098828
2022-02-14 12:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,12,18.93,0.158,0.00251852
2022-02-14 13:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,13,19.09,0.184,0.00293296
2022-02-14 13:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,13,19.05,0.178,0.00283732
2022-02-14 13:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,13,19,0.126,0.00200844
2022-02-14 13:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,13,19.39,0.058,0.00092452
2022-02-14 13:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,13,18.85,0.058,0.00092452
2022-02-14 13:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,13,17.67,0.045,0.0007173
2022-02-14 14:00:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,14,17.99,0,0
2022-02-14 14:10:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,14,18.66,0,0
2022-02-14 14:20:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,14,18.91,0,0
2022-02-14 14:30:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,14,18.8,0,0
2022-02-14 14:40:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,14,18.74,0,0
2022-02-14 14:50:00,"b1","c","interspace","3","lc","east","NA",2022-02-14,14,19.53,0,0
2022-02-13 10:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,10,-1.538,0,0
2022-02-13 10:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,10,0.792,0,0
2022-02-13 10:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,10,2.9,0,0
2022-02-13 10:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,10,4.744,0,0
2022-02-13 10:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,10,6.538,0,0
2022-02-13 10:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,10,9.02,0,0
2022-02-13 11:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,11,10.92,0,0
2022-02-13 11:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,11,12.37,0,0
2022-02-13 11:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,11,13.51,0,0
2022-02-13 11:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,11,14.69,0,0
2022-02-13 11:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,11,15.42,0,0
2022-02-13 11:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,11,16.47,0,0
2022-02-13 12:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,12,17.44,0,0
2022-02-13 12:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,12,17.78,0,0
2022-02-13 12:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,12,18.5,0,0
2022-02-13 12:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,12,18.98,0,0
2022-02-13 12:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,12,19.54,0,0
2022-02-13 12:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,12,19.25,0,0
2022-02-13 13:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,13,19,0.129,0.00205626
2022-02-13 13:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,13,18.85,0.176,0.00280544
2022-02-13 13:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,13,18.85,0.162,0.00258228
2022-02-13 13:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,13,18.84,0.112,0.00178528
2022-02-13 13:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,13,18.61,0.072,0.00114768
2022-02-13 13:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,13,17.71,0.058,0.00092452
2022-02-13 14:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,14,16.54,0.045,0.0007173
2022-02-13 14:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,14,16.46,0.045,0.0007173
2022-02-13 14:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,14,16.3,0,0
2022-02-13 14:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,14,15.2,0,0
2022-02-13 14:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,14,14.11,0,0
2022-02-13 14:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-13,14,13.14,0,0
2022-02-14 10:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,10,-0.885,0,0
2022-02-14 10:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,10,1.406,0,0
2022-02-14 10:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,10,3.461,0,0
2022-02-14 10:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,10,4.866,0,0
2022-02-14 10:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,10,7.313,0,0
2022-02-14 10:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,10,9.49,0,0
2022-02-14 11:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,11,11.59,0,0
2022-02-14 11:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,11,13.22,0,0
2022-02-14 11:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,11,14.72,0,0
2022-02-14 11:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,11,15.8,0,0
2022-02-14 11:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,11,16.86,0,0
2022-02-14 11:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,11,17.3,0,0
2022-02-14 12:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,12,17.79,0,0
2022-02-14 12:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,12,18.88,0,0
2022-02-14 12:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,12,19.6,0,0
2022-02-14 12:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,12,19.88,0,0
2022-02-14 12:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,12,19.95,0.062,0.00098828
2022-02-14 12:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,12,20.13,0.158,0.00251852
2022-02-14 13:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,13,20.3,0.184,0.00293296
2022-02-14 13:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,13,19.6,0.178,0.00283732
2022-02-14 13:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,13,19.59,0.126,0.00200844
2022-02-14 13:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,13,19.88,0.072,0.00114768
2022-02-14 13:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,13,19.96,0.058,0.00092452
2022-02-14 13:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,13,19.19,0.031,0.00049414
2022-02-14 14:00:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,14,18.69,0.004,6.376e-05
2022-02-14 14:10:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,14,18.4,0,0
2022-02-14 14:20:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,14,18.96,0,0
2022-02-14 14:30:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,14,18.19,0,0
2022-02-14 14:40:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,14,17.95,0,0
2022-02-14 14:50:00,"b2","w","interspace","1","moss","east","NA",2022-02-14,14,17.64,0,0
2022-02-13 10:00:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,10,7.091,0,0
2022-02-13 10:10:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,10,9.74,0,0
2022-02-13 10:20:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,10,11.5,0,0
2022-02-13 10:30:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,10,12.9,0,0
2022-02-13 10:40:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,10,14.3,0,0
2022-02-13 10:50:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,10,15.79,0,0
2022-02-13 11:00:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,11,17.17,0,0
2022-02-13 11:10:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,11,18.52,0,0
2022-02-13 11:20:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,11,19.63,0,0
2022-02-13 11:30:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,11,20.77,0,0
2022-02-13 11:40:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,11,21.65,0,0
2022-02-13 11:50:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,11,22.83,0,0
2022-02-13 12:00:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,12,23.93,0,0
2022-02-13 12:10:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,12,24.75,0,0
2022-02-13 12:20:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,12,25.37,0,0
2022-02-13 12:30:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,12,24.5,0,0
2022-02-13 12:40:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,12,24.47,0,0
2022-02-13 12:50:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,12,26.34,0,0
2022-02-13 13:00:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,13,27.45,0.129,0.00205626
2022-02-13 13:10:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,13,27.78,0.176,0.00280544
2022-02-13 13:20:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,13,28.31,0.176,0.00280544
2022-02-13 13:30:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,13,28.7,0.139,0.00221566
2022-02-13 13:40:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,13,29.04,0.058,0.00092452
2022-02-13 13:50:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,13,29.38,0.058,0.00092452
2022-02-13 14:00:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,14,29.41,0.058,0.00092452
2022-02-13 14:10:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,14,29.49,0.031,0.00049414
2022-02-13 14:20:00,"b2","lw","interspace","3","lc","east","NA",2022-02-13,14,29.45,0,0
