"","Plot","Block","Treatment","Quad","total","CoverID","Hits","PctCover","FG","FG2"
"91","B","1","C","3",169,"OPUNT",0,0,"Cactus","Plant"
"92","B","1","C","3",169,"PlantBase",3,1.77514792899408,"Plant_Base","Plant"
"93","B","1","C","3",169,"SCWH",0,0,"Cactus","Plant"
"94","B","1","C","3",169,"STCO",0,0,"Perennial_Grass","Plant"
"95","B","1","C","3",169,"TILA",0,0,"Annual_Forb","Plant"
"96","B","1","C","3",169,"Bare",1,0.591715976331361,"Bare_Ground","Abiotic_Cover"
"97","B","1","C","3",169,"Chamber",8,4.73372781065089,"Chamber","Abiotic_Cover"
"98","B","1","C","3",169,"Rock",1,0.591715976331361,"Rock","Abiotic_Cover"
"99","B","1","C","3",169,"ATCO",0,0,"Shrub","Plant"
"100","B","1","C","4",190,"ACHY",24,12.6315789473684,"Perennial_Grass","Plant"
"101","B","1","C","4",190,"ANBR",0,0,"Annual_Forb","Plant"
"102","B","1","C","4",190,"ASAM",0,0,"Annual_Forb","Plant"
"103","B","1","C","4",190,"Bromus",9,4.73684210526316,"Annual_Grass","Plant"
"104","B","1","C","4",190,"CHER",2,1.05263157894737,"Annual_Forb","Plant"
"105","B","1","C","4",190,"CYAC",0,0,"Annual_Forb","Plant"
"106","B","1","C","4",190,"DEAN",0,0,"Annual_Forb","Plant"
"107","B","1","C","4",190,"DEPI",0,0,"Annual_Forb","Plant"
"108","B","1","C","4",190,"Dark",7,3.68421052631579,"DkCy","Biocrust"
"109","B","1","C","4",190,"ENFR",0,0,"Annual_Forb","Plant"
"110","B","1","C","4",190,"EPTO",0,0,"Shrub","Plant"
"111","B","1","C","4",190,"ERIN",0,0,"Annual_Forb","Plant"
"112","B","1","C","4",190,"GAPI",0,0,"Annual_Forb","Plant"
"113","B","1","C","4",190,"GIIN",0,0,"Annual_Forb","Plant"
"114","B","1","C","4",190,"GUSA",2,1.05263157894737,"Shrub","Plant"
"115","B","1","C","4",190,"HIJA",6,3.15789473684211,"Perennial_Grass","Plant"
"116","B","1","C","4",190,"LYGR",0,0,"Annual_Forb","Plant"
"117","B","1","C","4",190,"Lichen",10,5.26315789473684,"Lichen","Biocrust"
"118","B","1","C","4",190,"Light",45,23.6842105263158,"LtCy","Biocrust"
"119","B","1","C","4",190,"Litter",63,33.1578947368421,"Litter","Abiotic_Cover"
"120","B","1","C","4",190,"MAAF",0,0,"Annual_Forb","Plant"
"121","B","1","C","4",190,"MACA",0,0,"Annual_Forb","Plant"
"122","B","1","C","4",190,"Moss",3,1.57894736842105,"Moss","Biocrust"
"123","B","1","C","4",190,"OECA",0,0,"Annual_Forb","Plant"
"124","B","1","C","4",190,"OPUNT",0,0,"Cactus","Plant"
"125","B","1","C","4",190,"PlantBase",8,4.21052631578947,"Plant_Base","Plant"
"126","B","1","C","4",190,"SCWH",0,0,"Cactus","Plant"
"127","B","1","C","4",190,"STCO",0,0,"Perennial_Grass","Plant"
"128","B","1","C","4",190,"TILA",0,0,"Annual_Forb","Plant"
"129","B","1","C","4",190,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"130","B","1","C","4",190,"Chamber",0,0,"Chamber","Abiotic_Cover"
"131","B","1","C","4",190,"Rock",3,1.57894736842105,"Rock","Abiotic_Cover"
"132","B","1","C","4",190,"ATCO",8,4.21052631578947,"Shrub","Plant"
"133","B","1","L","1",134,"ACHY",0,0,"Perennial_Grass","Plant"
"134","B","1","L","1",134,"ANBR",0,0,"Annual_Forb","Plant"
"135","B","1","L","1",134,"ASAM",0,0,"Annual_Forb","Plant"
"136","B","1","L","1",134,"Bromus",17,12.6865671641791,"Annual_Grass","Plant"
"137","B","1","L","1",134,"CHER",0,0,"Annual_Forb","Plant"
"138","B","1","L","1",134,"CYAC",0,0,"Annual_Forb","Plant"
"139","B","1","L","1",134,"DEAN",0,0,"Annual_Forb","Plant"
"140","B","1","L","1",134,"DEPI",0,0,"Annual_Forb","Plant"
"141","B","1","L","1",134,"Dark",3,2.23880597014925,"DkCy","Biocrust"
"142","B","1","L","1",134,"ENFR",0,0,"Annual_Forb","Plant"
"143","B","1","L","1",134,"EPTO",0,0,"Shrub","Plant"
"144","B","1","L","1",134,"ERIN",0,0,"Annual_Forb","Plant"
"145","B","1","L","1",134,"GAPI",0,0,"Annual_Forb","Plant"
"146","B","1","L","1",134,"GIIN",0,0,"Annual_Forb","Plant"
"147","B","1","L","1",134,"GUSA",0,0,"Shrub","Plant"
"148","B","1","L","1",134,"HIJA",2,1.49253731343284,"Perennial_Grass","Plant"
"149","B","1","L","1",134,"LYGR",0,0,"Annual_Forb","Plant"
"150","B","1","L","1",134,"Lichen",1,0.746268656716418,"Lichen","Biocrust"
"151","B","1","L","1",134,"Light",41,30.5970149253731,"LtCy","Biocrust"
"152","B","1","L","1",134,"Litter",55,41.044776119403,"Litter","Abiotic_Cover"
"153","B","1","L","1",134,"MAAF",0,0,"Annual_Forb","Plant"
"154","B","1","L","1",134,"MACA",0,0,"Annual_Forb","Plant"
"155","B","1","L","1",134,"Moss",9,6.71641791044776,"Moss","Biocrust"
"156","B","1","L","1",134,"OECA",0,0,"Annual_Forb","Plant"
"157","B","1","L","1",134,"OPUNT",0,0,"Cactus","Plant"
"158","B","1","L","1",134,"PlantBase",1,0.746268656716418,"Plant_Base","Plant"
"159","B","1","L","1",134,"SCWH",0,0,"Cactus","Plant"
"160","B","1","L","1",134,"STCO",0,0,"Perennial_Grass","Plant"
"161","B","1","L","1",134,"TILA",0,0,"Annual_Forb","Plant"
"162","B","1","L","1",134,"Bare",2,1.49253731343284,"Bare_Ground","Abiotic_Cover"
"163","B","1","L","1",134,"Chamber",0,0,"Chamber","Abiotic_Cover"
"164","B","1","L","1",134,"Rock",3,2.23880597014925,"Rock","Abiotic_Cover"
"165","B","1","L","1",134,"ATCO",0,0,"Shrub","Plant"
"166","B","1","L","2",126,"ACHY",0,0,"Perennial_Grass","Plant"
"167","B","1","L","2",126,"ANBR",0,0,"Annual_Forb","Plant"
"168","B","1","L","2",126,"ASAM",1,0.793650793650794,"Annual_Forb","Plant"
"169","B","1","L","2",126,"Bromus",5,3.96825396825397,"Annual_Grass","Plant"
"170","B","1","L","2",126,"CHER",0,0,"Annual_Forb","Plant"
"171","B","1","L","2",126,"CYAC",0,0,"Annual_Forb","Plant"
"172","B","1","L","2",126,"DEAN",0,0,"Annual_Forb","Plant"
"173","B","1","L","2",126,"DEPI",0,0,"Annual_Forb","Plant"
"174","B","1","L","2",126,"Dark",6,4.76190476190476,"DkCy","Biocrust"
"175","B","1","L","2",126,"ENFR",0,0,"Annual_Forb","Plant"
"176","B","1","L","2",126,"EPTO",0,0,"Shrub","Plant"
"177","B","1","L","2",126,"ERIN",0,0,"Annual_Forb","Plant"
"178","B","1","L","2",126,"GAPI",0,0,"Annual_Forb","Plant"
"179","B","1","L","2",126,"GIIN",0,0,"Annual_Forb","Plant"
"180","B","1","L","2",126,"GUSA",0,0,"Shrub","Plant"
"181","B","1","L","2",126,"HIJA",3,2.38095238095238,"Perennial_Grass","Plant"
"182","B","1","L","2",126,"LYGR",0,0,"Annual_Forb","Plant"
"183","B","1","L","2",126,"Lichen",0,0,"Lichen","Biocrust"
"184","B","1","L","2",126,"Light",33,26.1904761904762,"LtCy","Biocrust"
"185","B","1","L","2",126,"Litter",55,43.6507936507937,"Litter","Abiotic_Cover"
"186","B","1","L","2",126,"MAAF",0,0,"Annual_Forb","Plant"
"187","B","1","L","2",126,"MACA",0,0,"Annual_Forb","Plant"
"188","B","1","L","2",126,"Moss",7,5.55555555555556,"Moss","Biocrust"
"189","B","1","L","2",126,"OECA",2,1.58730158730159,"Annual_Forb","Plant"
"190","B","1","L","2",126,"OPUNT",0,0,"Cactus","Plant"
"191","B","1","L","2",126,"PlantBase",5,3.96825396825397,"Plant_Base","Plant"
"192","B","1","L","2",126,"SCWH",0,0,"Cactus","Plant"
"193","B","1","L","2",126,"STCO",0,0,"Perennial_Grass","Plant"
"194","B","1","L","2",126,"TILA",0,0,"Annual_Forb","Plant"
"195","B","1","L","2",126,"Bare",2,1.58730158730159,"Bare_Ground","Abiotic_Cover"
"196","B","1","L","2",126,"Chamber",0,0,"Chamber","Abiotic_Cover"
"197","B","1","L","2",126,"Rock",7,5.55555555555556,"Rock","Abiotic_Cover"
"198","B","1","L","2",126,"ATCO",0,0,"Shrub","Plant"
"199","B","1","L","3",168,"ACHY",0,0,"Perennial_Grass","Plant"
"200","B","1","L","3",168,"ANBR",0,0,"Annual_Forb","Plant"
"201","B","1","L","3",168,"ASAM",0,0,"Annual_Forb","Plant"
"202","B","1","L","3",168,"Bromus",26,15.4761904761905,"Annual_Grass","Plant"
"203","B","1","L","3",168,"CHER",0,0,"Annual_Forb","Plant"
"204","B","1","L","3",168,"CYAC",0,0,"Annual_Forb","Plant"
"205","B","1","L","3",168,"DEAN",0,0,"Annual_Forb","Plant"
"206","B","1","L","3",168,"DEPI",0,0,"Annual_Forb","Plant"
"207","B","1","L","3",168,"Dark",8,4.76190476190476,"DkCy","Biocrust"
"208","B","1","L","3",168,"ENFR",0,0,"Annual_Forb","Plant"
"209","B","1","L","3",168,"EPTO",0,0,"Shrub","Plant"
"210","B","1","L","3",168,"ERIN",0,0,"Annual_Forb","Plant"
"211","B","1","L","3",168,"GAPI",0,0,"Annual_Forb","Plant"
"212","B","1","L","3",168,"GIIN",0,0,"Annual_Forb","Plant"
"213","B","1","L","3",168,"GUSA",1,0.595238095238095,"Shrub","Plant"
"214","B","1","L","3",168,"HIJA",6,3.57142857142857,"Perennial_Grass","Plant"
"215","B","1","L","3",168,"LYGR",0,0,"Annual_Forb","Plant"
"216","B","1","L","3",168,"Lichen",6,3.57142857142857,"Lichen","Biocrust"
"217","B","1","L","3",168,"Light",23,13.6904761904762,"LtCy","Biocrust"
"218","B","1","L","3",168,"Litter",65,38.6904761904762,"Litter","Abiotic_Cover"
"219","B","1","L","3",168,"MAAF",0,0,"Annual_Forb","Plant"
"220","B","1","L","3",168,"MACA",0,0,"Annual_Forb","Plant"
"221","B","1","L","3",168,"Moss",1,0.595238095238095,"Moss","Biocrust"
"222","B","1","L","3",168,"OECA",0,0,"Annual_Forb","Plant"
"223","B","1","L","3",168,"OPUNT",0,0,"Cactus","Plant"
"224","B","1","L","3",168,"PlantBase",5,2.97619047619048,"Plant_Base","Plant"
"225","B","1","L","3",168,"SCWH",0,0,"Cactus","Plant"
"226","B","1","L","3",168,"STCO",0,0,"Perennial_Grass","Plant"
"227","B","1","L","3",168,"TILA",0,0,"Annual_Forb","Plant"
"228","B","1","L","3",168,"Bare",3,1.78571428571429,"Bare_Ground","Abiotic_Cover"
"229","B","1","L","3",168,"Chamber",13,7.73809523809524,"Chamber","Abiotic_Cover"
"230","B","1","L","3",168,"Rock",11,6.54761904761905,"Rock","Abiotic_Cover"
"231","B","1","L","3",168,"ATCO",0,0,"Shrub","Plant"
"232","B","1","L","4",165,"ACHY",0,0,"Perennial_Grass","Plant"
"233","B","1","L","4",165,"ANBR",0,0,"Annual_Forb","Plant"
"234","B","1","L","4",165,"ASAM",0,0,"Annual_Forb","Plant"
"235","B","1","L","4",165,"Bromus",11,6.66666666666667,"Annual_Grass","Plant"
"236","B","1","L","4",165,"CHER",0,0,"Annual_Forb","Plant"
"237","B","1","L","4",165,"CYAC",0,0,"Annual_Forb","Plant"
"238","B","1","L","4",165,"DEAN",0,0,"Annual_Forb","Plant"
"239","B","1","L","4",165,"DEPI",0,0,"Annual_Forb","Plant"
"240","B","1","L","4",165,"Dark",3,1.81818181818182,"DkCy","Biocrust"
"241","B","1","L","4",165,"ENFR",0,0,"Annual_Forb","Plant"
"242","B","1","L","4",165,"EPTO",0,0,"Shrub","Plant"
"243","B","1","L","4",165,"ERIN",0,0,"Annual_Forb","Plant"
"244","B","1","L","4",165,"GAPI",0,0,"Annual_Forb","Plant"
"245","B","1","L","4",165,"GIIN",0,0,"Annual_Forb","Plant"
"246","B","1","L","4",165,"GUSA",0,0,"Shrub","Plant"
"247","B","1","L","4",165,"HIJA",3,1.81818181818182,"Perennial_Grass","Plant"
"248","B","1","L","4",165,"LYGR",0,0,"Annual_Forb","Plant"
"249","B","1","L","4",165,"Lichen",1,0.606060606060606,"Lichen","Biocrust"
"250","B","1","L","4",165,"Light",33,20,"LtCy","Biocrust"
"251","B","1","L","4",165,"Litter",69,41.8181818181818,"Litter","Abiotic_Cover"
"252","B","1","L","4",165,"MAAF",0,0,"Annual_Forb","Plant"
"253","B","1","L","4",165,"MACA",0,0,"Annual_Forb","Plant"
"254","B","1","L","4",165,"Moss",1,0.606060606060606,"Moss","Biocrust"
"255","B","1","L","4",165,"OECA",0,0,"Annual_Forb","Plant"
"256","B","1","L","4",165,"OPUNT",0,0,"Cactus","Plant"
"257","B","1","L","4",165,"PlantBase",5,3.03030303030303,"Plant_Base","Plant"
"258","B","1","L","4",165,"SCWH",0,0,"Cactus","Plant"
"259","B","1","L","4",165,"STCO",0,0,"Perennial_Grass","Plant"
"260","B","1","L","4",165,"TILA",0,0,"Annual_Forb","Plant"
"261","B","1","L","4",165,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"262","B","1","L","4",165,"Chamber",12,7.27272727272727,"Chamber","Abiotic_Cover"
"263","B","1","L","4",165,"Rock",15,9.09090909090909,"Rock","Abiotic_Cover"
"264","B","1","L","4",165,"ATCO",12,7.27272727272727,"Shrub","Plant"
"265","B","1","LW","1",135,"ACHY",0,0,"Perennial_Grass","Plant"
"266","B","1","LW","1",135,"ANBR",0,0,"Annual_Forb","Plant"
"267","B","1","LW","1",135,"ASAM",0,0,"Annual_Forb","Plant"
"268","B","1","LW","1",135,"Bromus",6,4.44444444444444,"Annual_Grass","Plant"
"269","B","1","LW","1",135,"CHER",0,0,"Annual_Forb","Plant"
"270","B","1","LW","1",135,"CYAC",0,0,"Annual_Forb","Plant"
"271","B","1","LW","1",135,"DEAN",0,0,"Annual_Forb","Plant"
"272","B","1","LW","1",135,"DEPI",0,0,"Annual_Forb","Plant"
"273","B","1","LW","1",135,"Dark",8,5.92592592592593,"DkCy","Biocrust"
"274","B","1","LW","1",135,"ENFR",0,0,"Annual_Forb","Plant"
"275","B","1","LW","1",135,"EPTO",0,0,"Shrub","Plant"
"276","B","1","LW","1",135,"ERIN",0,0,"Annual_Forb","Plant"
"277","B","1","LW","1",135,"GAPI",0,0,"Annual_Forb","Plant"
"278","B","1","LW","1",135,"GIIN",0,0,"Annual_Forb","Plant"
"279","B","1","LW","1",135,"GUSA",4,2.96296296296296,"Shrub","Plant"
"280","B","1","LW","1",135,"HIJA",11,8.14814814814815,"Perennial_Grass","Plant"
"281","B","1","LW","1",135,"LYGR",0,0,"Annual_Forb","Plant"
"282","B","1","LW","1",135,"Lichen",1,0.740740740740741,"Lichen","Biocrust"
"283","B","1","LW","1",135,"Light",41,30.3703703703704,"LtCy","Biocrust"
"284","B","1","LW","1",135,"Litter",50,37.037037037037,"Litter","Abiotic_Cover"
"285","B","1","LW","1",135,"MAAF",0,0,"Annual_Forb","Plant"
"286","B","1","LW","1",135,"MACA",0,0,"Annual_Forb","Plant"
"287","B","1","LW","1",135,"Moss",0,0,"Moss","Biocrust"
"288","B","1","LW","1",135,"OECA",0,0,"Annual_Forb","Plant"
"289","B","1","LW","1",135,"OPUNT",0,0,"Cactus","Plant"
"290","B","1","LW","1",135,"PlantBase",7,5.18518518518519,"Plant_Base","Plant"
"291","B","1","LW","1",135,"SCWH",0,0,"Cactus","Plant"
"292","B","1","LW","1",135,"STCO",0,0,"Perennial_Grass","Plant"
"293","B","1","LW","1",135,"TILA",0,0,"Annual_Forb","Plant"
"294","B","1","LW","1",135,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"295","B","1","LW","1",135,"Chamber",0,0,"Chamber","Abiotic_Cover"
"296","B","1","LW","1",135,"Rock",7,5.18518518518519,"Rock","Abiotic_Cover"
"297","B","1","LW","1",135,"ATCO",0,0,"Shrub","Plant"
"298","B","1","LW","2",141,"ACHY",0,0,"Perennial_Grass","Plant"
"299","B","1","LW","2",141,"ANBR",1,0.709219858156028,"Annual_Forb","Plant"
"300","B","1","LW","2",141,"ASAM",0,0,"Annual_Forb","Plant"
"301","B","1","LW","2",141,"Bromus",9,6.38297872340426,"Annual_Grass","Plant"
"302","B","1","LW","2",141,"CHER",0,0,"Annual_Forb","Plant"
"303","B","1","LW","2",141,"CYAC",0,0,"Annual_Forb","Plant"
"304","B","1","LW","2",141,"DEAN",0,0,"Annual_Forb","Plant"
"305","B","1","LW","2",141,"DEPI",0,0,"Annual_Forb","Plant"
"306","B","1","LW","2",141,"Dark",0,0,"DkCy","Biocrust"
"307","B","1","LW","2",141,"ENFR",0,0,"Annual_Forb","Plant"
"308","B","1","LW","2",141,"EPTO",0,0,"Shrub","Plant"
"309","B","1","LW","2",141,"ERIN",0,0,"Annual_Forb","Plant"
"310","B","1","LW","2",141,"GAPI",0,0,"Annual_Forb","Plant"
"311","B","1","LW","2",141,"GIIN",0,0,"Annual_Forb","Plant"
"312","B","1","LW","2",141,"GUSA",3,2.12765957446809,"Shrub","Plant"
"313","B","1","LW","2",141,"HIJA",10,7.09219858156028,"Perennial_Grass","Plant"
"314","B","1","LW","2",141,"LYGR",0,0,"Annual_Forb","Plant"
"315","B","1","LW","2",141,"Lichen",1,0.709219858156028,"Lichen","Biocrust"
"316","B","1","LW","2",141,"Light",56,39.7163120567376,"LtCy","Biocrust"
"317","B","1","LW","2",141,"Litter",42,29.7872340425532,"Litter","Abiotic_Cover"
"318","B","1","LW","2",141,"MAAF",0,0,"Annual_Forb","Plant"
"319","B","1","LW","2",141,"MACA",0,0,"Annual_Forb","Plant"
"320","B","1","LW","2",141,"Moss",0,0,"Moss","Biocrust"
"321","B","1","LW","2",141,"OECA",0,0,"Annual_Forb","Plant"
"322","B","1","LW","2",141,"OPUNT",0,0,"Cactus","Plant"
"323","B","1","LW","2",141,"PlantBase",6,4.25531914893617,"Plant_Base","Plant"
"324","B","1","LW","2",141,"SCWH",0,0,"Cactus","Plant"
"325","B","1","LW","2",141,"STCO",0,0,"Perennial_Grass","Plant"
"326","B","1","LW","2",141,"TILA",0,0,"Annual_Forb","Plant"
"327","B","1","LW","2",141,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"328","B","1","LW","2",141,"Chamber",0,0,"Chamber","Abiotic_Cover"
"329","B","1","LW","2",141,"Rock",13,9.21985815602837,"Rock","Abiotic_Cover"
"330","B","1","LW","2",141,"ATCO",0,0,"Shrub","Plant"
"331","B","1","LW","3",144,"ACHY",4,2.77777777777778,"Perennial_Grass","Plant"
"332","B","1","LW","3",144,"ANBR",0,0,"Annual_Forb","Plant"
"333","B","1","LW","3",144,"ASAM",0,0,"Annual_Forb","Plant"
"334","B","1","LW","3",144,"Bromus",14,9.72222222222222,"Annual_Grass","Plant"
"335","B","1","LW","3",144,"CHER",0,0,"Annual_Forb","Plant"
"336","B","1","LW","3",144,"CYAC",0,0,"Annual_Forb","Plant"
"337","B","1","LW","3",144,"DEAN",0,0,"Annual_Forb","Plant"
"338","B","1","LW","3",144,"DEPI",0,0,"Annual_Forb","Plant"
"339","B","1","LW","3",144,"Dark",4,2.77777777777778,"DkCy","Biocrust"
"340","B","1","LW","3",144,"ENFR",0,0,"Annual_Forb","Plant"
"341","B","1","LW","3",144,"EPTO",0,0,"Shrub","Plant"
"342","B","1","LW","3",144,"ERIN",0,0,"Annual_Forb","Plant"
"343","B","1","LW","3",144,"GAPI",0,0,"Annual_Forb","Plant"
"344","B","1","LW","3",144,"GIIN",0,0,"Annual_Forb","Plant"
"345","B","1","LW","3",144,"GUSA",2,1.38888888888889,"Shrub","Plant"
"346","B","1","LW","3",144,"HIJA",1,0.694444444444444,"Perennial_Grass","Plant"
"347","B","1","LW","3",144,"LYGR",0,0,"Annual_Forb","Plant"
"348","B","1","LW","3",144,"Lichen",0,0,"Lichen","Biocrust"
"349","B","1","LW","3",144,"Light",41,28.4722222222222,"LtCy","Biocrust"
"350","B","1","LW","3",144,"Litter",59,40.9722222222222,"Litter","Abiotic_Cover"
"351","B","1","LW","3",144,"MAAF",0,0,"Annual_Forb","Plant"
"352","B","1","LW","3",144,"MACA",0,0,"Annual_Forb","Plant"
"353","B","1","LW","3",144,"Moss",0,0,"Moss","Biocrust"
"354","B","1","LW","3",144,"OECA",0,0,"Annual_Forb","Plant"
"355","B","1","LW","3",144,"OPUNT",0,0,"Cactus","Plant"
"356","B","1","LW","3",144,"PlantBase",1,0.694444444444444,"Plant_Base","Plant"
"357","B","1","LW","3",144,"SCWH",0,0,"Cactus","Plant"
"358","B","1","LW","3",144,"STCO",0,0,"Perennial_Grass","Plant"
"359","B","1","LW","3",144,"TILA",0,0,"Annual_Forb","Plant"
